,0,1,2,3
msfem.setup.grid_max_sys_wallpart,0.02,0.023,0.078,0.095
msfem.setup.grid_avg_sys_speedup,1.0,1.575,0.613,0.566
msfem.setup.grid_avg_sys_parallel_efficiency,1.0,0.7875,0.15325,0.07075
msfem.setup.grid_avg_sys_abspart,0.514,0.569,0.868,0.925
msfem.setup.grid_avg_sys_wallpart,0.005,0.005,0.019,0.018
msfem.setup.grid_max_wall_speedup,1.0,1.013,0.82,0.506
msfem.setup.grid_max_wall_parallel_efficiency,1.0,0.5065,0.205,0.06325
msfem.setup.grid_max_wall_abspart,0.2,0.323,0.54,0.784
msfem.setup.grid_max_wall_wallpart,0.2,0.323,0.54,0.784
msfem.setup.grid_avg_wall_speedup,1.0,1.013,0.821,0.507
msfem.setup.grid_avg_wall_parallel_efficiency,1.0,0.5065,0.20525,0.063375
msfem.setup.grid_avg_wall_abspart,0.202,0.325,0.546,0.788
msfem.setup.grid_avg_wall_wallpart,0.202,0.325,0.546,0.788
msfem.setup.grid_max_usr_threadeff,0.082,0.073,0.132,0.116
msfem.setup.grid_avg_usr_threadeff,0.02,0.015,0.03,0.018
proxy.add_max_usr_speedup,1.0,2.081,3.326,6.288
proxy.add_max_usr_parallel_efficiency,1.0,1.0405,0.8315,0.786
proxy.add_max_usr_abspart,0.03,0.027,0.031,0.025
proxy.add_max_usr_wallpart,0.024,0.019,0.016,0.008
proxy.add_avg_usr_speedup,1.0,2.001,4.014,8.043
proxy.add_avg_usr_parallel_efficiency,1.0,1.0005,1.0035,1.005375
proxy.add_avg_usr_abspart,0.024,0.023,0.022,0.021
proxy.add_avg_usr_wallpart,0.019,0.015,0.01,0.005
proxy.add_max_sys_speedup,1.0,1.5,1.5,1.5
proxy.add_max_sys_parallel_efficiency,1.0,0.75,0.375,0.1875
proxy.add_max_sys_abspart,0.002,0.002,0.001,0.001
proxy.add_max_sys_wallpart,0.0,0.0,0.0,0.0
proxy.add_avg_sys_speedup,1.0,2.059,4.355,8.999
proxy.add_avg_sys_parallel_efficiency,1.0,1.0295,1.08875,1.124875
proxy.add_avg_sys_abspart,0.001,0.001,0.0,0.0
proxy.add_avg_sys_wallpart,0.0,0.0,0.0,0.0
proxy.add_max_wall_speedup,1.0,2.079,3.329,6.315
proxy.add_max_wall_parallel_efficiency,1.0,1.0395,0.83225,0.789375
proxy.add_max_wall_abspart,0.024,0.019,0.016,0.007
proxy.add_max_wall_wallpart,0.024,0.019,0.016,0.007
proxy.add_avg_wall_speedup,1.0,2.001,4.015,8.048
proxy.add_avg_wall_parallel_efficiency,1.0,1.0005,1.00375,1.006
proxy.add_avg_wall_abspart,0.019,0.015,0.01,0.005
proxy.add_avg_wall_wallpart,0.019,0.015,0.01,0.005
proxy.add_max_usr_threadeff,0.997,0.996,0.998,1.001
proxy.add_avg_usr_threadeff,0.997,0.997,0.997,0.998
