coarse_fem_exact_H1s,coarse_fem_exact_L2,fem_exact_H1s,fem_exact_L2,msfem_L2,msfem_coarse_fem_H1s,msfem_coarse_fem_L2,msfem_exact_H1s,msfem_exact_L2,msfem_fem_H1s,msfem_fem_L2,
0.621727,0.00934805,0.0389523,3.65629e-05,0.489626,1.18812,0.0217869,1.3039,0.0288058,1.30333,0.0287782,
