coarse_fem_exact_H1s,coarse_fem_exact_L2,fem_exact_H1s,fem_exact_L2,msfem_L2,msfem_coarse_fem_H1s,msfem_coarse_fem_L2,msfem_exact_H1s,msfem_exact_L2,msfem_fem_H1s,msfem_fem_L2,
1.30011,0.0379229,0.387751,0.00403752,0.476261,1.10882,0.0192365,0.664423,0.0240927,0.528928,0.0201264,
